state,district,month,total_biometric,year,month_num,lag_1,diff_1,diff_2,rolling_3,trend_diff
Jammu and Kashmir,Anantnag,2025-10-01,2902,2025,10,2727.0,-3098.0,-4327.0,4382.666666666667,-3098.0
Jammu and Kashmir,Anantnag,2025-11-01,4033,2025,11,2902.0,175.0,3273.0,3818.0,175.0
Jammu and Kashmir,Anantnag,2025-12-01,11099,2025,12,4033.0,1131.0,956.0,3220.6666666666665,1131.0
Andaman and Nicobar Islands,Andamans,2025-07-01,259,2025,7,140.0,-40.0,-36.0,168.0,-40.0
Andaman and Nicobar Islands,Andamans,2025-09-01,304,2025,9,259.0,119.0,159.0,193.0,119.0
Andaman and Nicobar Islands,Andamans,2025-10-01,166,2025,10,304.0,45.0,-74.0,234.33333333333334,45.0
Andaman and Nicobar Islands,Andamans,2025-11-01,209,2025,11,166.0,-138.0,-183.0,243.0,-138.0
Andaman and Nicobar Islands,Andamans,2025-12-01,284,2025,12,209.0,43.0,181.0,226.33333333333334,43.0
Odisha,Angul,2025-07-01,8150,2025,7,7967.0,-189.0,-1442.0,7675.333333333333,-189.0
Odisha,Angul,2025-09-01,7416,2025,9,8150.0,183.0,372.0,8091.0,183.0
Odisha,Angul,2025-10-01,6499,2025,10,7416.0,-734.0,-917.0,7844.333333333333,-734.0
Odisha,Angul,2025-11-01,5076,2025,11,6499.0,-917.0,-183.0,7355.0,-917.0
Odisha,Angul,2025-12-01,6946,2025,12,5076.0,-1423.0,-506.0,6330.333333333333,-1423.0
Arunachal Pradesh,Anjaw,2025-07-01,139,2025,7,108.0,-82.0,-151.0,139.66666666666666,-82.0
Arunachal Pradesh,Anjaw,2025-09-01,77,2025,9,139.0,31.0,113.0,145.66666666666666,31.0
Arunachal Pradesh,Anjaw,2025-10-01,58,2025,10,77.0,-62.0,-93.0,108.0,-62.0
Arunachal Pradesh,Anjaw,2025-11-01,213,2025,11,58.0,-19.0,43.0,91.33333333333333,-19.0
Arunachal Pradesh,Anjaw,2025-12-01,121,2025,12,213.0,155.0,174.0,116.0,155.0
Andhra Pradesh,Annamayya,2025-07-01,852,2025,7,1410.0,-502.0,-1283.0,1484.3333333333333,-502.0
Andhra Pradesh,Annamayya,2025-09-01,552,2025,9,852.0,-558.0,-56.0,1391.3333333333333,-558.0
Andhra Pradesh,Annamayya,2025-10-01,865,2025,10,552.0,-300.0,258.0,938.0,-300.0
Andhra Pradesh,Annamayya,2025-11-01,948,2025,11,865.0,313.0,613.0,756.3333333333334,313.0
Andhra Pradesh,Annamayya,2025-12-01,1191,2025,12,948.0,83.0,-230.0,788.3333333333334,83.0
Madhya Pradesh,Anuppur,2025-07-01,11947,2025,7,9965.0,-1165.0,176.0,11188.666666666666,-1165.0
Madhya Pradesh,Anuppur,2025-09-01,5344,2025,9,11947.0,1982.0,3147.0,11014.0,1982.0
Madhya Pradesh,Anuppur,2025-10-01,2089,2025,10,5344.0,-6603.0,-8585.0,9085.333333333334,-6603.0
Madhya Pradesh,Anuppur,2025-11-01,3238,2025,11,2089.0,-3255.0,3348.0,6460.0,-3255.0
Madhya Pradesh,Anuppur,2025-12-01,6440,2025,12,3238.0,1149.0,4404.0,3557.0,1149.0
Bihar,Araria,2025-07-01,17529,2025,7,13194.0,-3995.0,8911.0,20159.333333333332,-3995.0
Bihar,Araria,2025-09-01,12078,2025,9,17529.0,4335.0,8330.0,15970.666666666666,4335.0
Bihar,Araria,2025-10-01,8069,2025,10,12078.0,-5451.0,-9786.0,14267.0,-5451.0
Bihar,Araria,2025-11-01,9463,2025,11,8069.0,-4009.0,1442.0,12558.666666666666,-4009.0
Bihar,Araria,2025-12-01,17063,2025,12,9463.0,1394.0,5403.0,9870.0,1394.0
Tamil Nadu,Ariyalur,2025-07-01,9995,2025,7,10704.0,1793.0,1810.0,9514.333333333334,1793.0
Tamil Nadu,Ariyalur,2025-09-01,4404,2025,9,9995.0,-709.0,-2502.0,9870.0,-709.0
Tamil Nadu,Ariyalur,2025-10-01,4138,2025,10,4404.0,-5591.0,-4882.0,8367.666666666666,-5591.0
Tamil Nadu,Ariyalur,2025-11-01,6854,2025,11,4138.0,-266.0,5325.0,6179.0,-266.0
Tamil Nadu,Ariyalur,2025-12-01,7174,2025,12,6854.0,2716.0,2982.0,5132.0,2716.0
Gujarat,Arvalli,2025-07-01,6273,2025,7,4348.0,746.0,383.0,3729.6666666666665,746.0
Gujarat,Arvalli,2025-09-01,2834,2025,9,6273.0,1925.0,1179.0,4741.0,1925.0
Gujarat,Arvalli,2025-10-01,534,2025,10,2834.0,-3439.0,-5364.0,4485.0,-3439.0
Gujarat,Arvalli,2025-11-01,1756,2025,11,534.0,-2300.0,1139.0,3213.6666666666665,-2300.0
Gujarat,Arvalli,2025-12-01,3796,2025,12,1756.0,1222.0,3522.0,1708.0,1222.0
Bihar,Arwal,2025-07-01,3621,2025,7,3012.0,-175.0,1698.0,3753.0,-175.0
Bihar,Arwal,2025-09-01,2496,2025,9,3621.0,609.0,784.0,3273.3333333333335,609.0
Bihar,Arwal,2025-10-01,1530,2025,10,2496.0,-1125.0,-1734.0,3043.0,-1125.0
Bihar,Arwal,2025-11-01,2638,2025,11,1530.0,-966.0,159.0,2549.0,-966.0
Bihar,Arwal,2025-12-01,3538,2025,12,2638.0,1108.0,2074.0,2221.3333333333335,1108.0
Madhya Pradesh,Ashok Nagar,2025-07-01,12281,2025,7,12484.0,1674.0,3308.0,11912.666666666666,1674.0
Madhya Pradesh,Ashok Nagar,2025-09-01,6298,2025,9,12281.0,-203.0,-1877.0,11858.333333333334,-203.0
Madhya Pradesh,Ashok Nagar,2025-10-01,1902,2025,10,6298.0,-5983.0,-5780.0,10354.333333333334,-5983.0
Madhya Pradesh,Ashok Nagar,2025-11-01,3061,2025,11,1902.0,-4396.0,1587.0,6827.0,-4396.0
Madhya Pradesh,Ashok Nagar,2025-12-01,5379,2025,12,3061.0,1159.0,5555.0,3753.6666666666665,1159.0
Uttar Pradesh,Auraiya,2025-07-01,11063,2025,7,6892.0,-624.0,-1083.0,7155.0,-624.0
Uttar Pradesh,Auraiya,2025-09-01,5499,2025,9,11063.0,4171.0,4795.0,8490.333333333334,4171.0
Uttar Pradesh,Auraiya,2025-10-01,2978,2025,10,5499.0,-5564.0,-9735.0,7818.0,-5564.0
Uttar Pradesh,Auraiya,2025-11-01,6714,2025,11,2978.0,-2521.0,3043.0,6513.333333333333,-2521.0
Uttar Pradesh,Auraiya,2025-12-01,6566,2025,12,6714.0,3736.0,6257.0,5063.666666666667,3736.0
Maharashtra,Aurangabad,2025-05-01,30424,2025,5,10361.0,-15935.0,-27851.0,17012.333333333332,-15935.0
Bihar,Aurangabad,2025-06-01,10238,2025,6,30424.0,20063.0,35998.0,22360.333333333332,20063.0
Maharashtra,Aurangabad,2025-06-01,34444,2025,6,10238.0,-20186.0,-40249.0,17007.666666666668,-20186.0
Bihar,Aurangabad,2025-07-01,12749,2025,7,34444.0,24206.0,44392.0,25035.333333333332,24206.0
Maharashtra,Aurangabad,2025-07-01,48349,2025,7,12749.0,-21695.0,-45901.0,19143.666666666668,-21695.0
Bihar,Aurangabad,2025-09-01,7554,2025,9,48349.0,35600.0,57295.0,31847.333333333332,35600.0
Maharashtra,Aurangabad,2025-09-01,35501,2025,9,7554.0,-40795.0,-76395.0,22884.0,-40795.0
Bihar,Aurangabad,2025-10-01,5257,2025,10,35501.0,27947.0,68742.0,30468.0,27947.0
Maharashtra,Aurangabad,2025-10-01,22619,2025,10,5257.0,-30244.0,-58191.0,16104.0,-30244.0
Bihar,Aurangabad,2025-11-01,9030,2025,11,22619.0,17362.0,47606.0,21125.666666666668,17362.0
Maharashtra,Aurangabad,2025-11-01,38223,2025,11,9030.0,-13589.0,-30951.0,12302.0,-13589.0
Bihar,Aurangabad,2025-12-01,10842,2025,12,38223.0,29193.0,42782.0,23290.666666666668,29193.0
Maharashtra,Aurangabad,2025-12-01,33983,2025,12,10842.0,-27381.0,-56574.0,19365.0,-27381.0
Uttar Pradesh,Ayodhya,2025-07-01,1272,2025,7,476.0,-400.0,-364.0,754.6666666666666,-400.0
Uttar Pradesh,Ayodhya,2025-09-01,864,2025,9,1272.0,796.0,1196.0,874.6666666666666,796.0
Uttar Pradesh,Ayodhya,2025-10-01,537,2025,10,864.0,-408.0,-1204.0,870.6666666666666,-408.0
Uttar Pradesh,Ayodhya,2025-11-01,807,2025,11,537.0,-327.0,81.0,891.0,-327.0
Uttar Pradesh,Ayodhya,2025-12-01,1041,2025,12,807.0,270.0,597.0,736.0,270.0
Uttar Pradesh,Azamgarh,2025-07-01,26626,2025,7,14373.0,-3199.0,994.0,17903.333333333332,-3199.0
Uttar Pradesh,Azamgarh,2025-09-01,20139,2025,9,26626.0,12253.0,15452.0,19523.666666666668,12253.0
Uttar Pradesh,Azamgarh,2025-10-01,10347,2025,10,20139.0,-6487.0,-18740.0,20379.333333333332,-6487.0
Uttar Pradesh,Azamgarh,2025-11-01,18888,2025,11,10347.0,-9792.0,-3305.0,19037.333333333332,-9792.0
Uttar Pradesh,Azamgarh,2025-12-01,21319,2025,12,18888.0,8541.0,18333.0,16458.0,8541.0
Jammu and Kashmir,Badgam,2025-07-01,1893,2025,7,1584.0,47.0,270.0,1627.0,47.0
Jammu and Kashmir,Badgam,2025-09-01,1007,2025,9,1893.0,309.0,262.0,1671.3333333333333,309.0
Jammu and Kashmir,Badgam,2025-10-01,987,2025,10,1007.0,-886.0,-1195.0,1494.6666666666667,-886.0
Jammu and Kashmir,Badgam,2025-11-01,1167,2025,11,987.0,-20.0,866.0,1295.6666666666667,-20.0
Jammu and Kashmir,Badgam,2025-12-01,1931,2025,12,1167.0,180.0,200.0,1053.6666666666667,180.0
Karnataka,Bagalkot,2025-07-01,11252,2025,7,10085.0,484.0,-358.0,9481.666666666666,484.0
Karnataka,Bagalkot,2025-09-01,6857,2025,9,11252.0,1167.0,683.0,10312.666666666666,1167.0
Karnataka,Bagalkot,2025-10-01,5103,2025,10,6857.0,-4395.0,-5562.0,9398.0,-4395.0
Karnataka,Bagalkot,2025-11-01,6644,2025,11,5103.0,-1754.0,2641.0,7737.333333333333,-1754.0
Karnataka,Bagalkot,2025-12-01,8825,2025,12,6644.0,1541.0,3295.0,6201.333333333333,1541.0
Uttar Pradesh,Baghpat,2025-07-01,8118,2025,7,5719.0,5.0,1058.0,6066.666666666667,5.0
Uttar Pradesh,Baghpat,2025-09-01,6637,2025,9,8118.0,2399.0,2394.0,6517.0,2399.0
Uttar Pradesh,Baghpat,2025-10-01,3425,2025,10,6637.0,-1481.0,-3880.0,6824.666666666667,-1481.0
Uttar Pradesh,Baghpat,2025-11-01,6297,2025,11,3425.0,-3212.0,-1731.0,6060.0,-3212.0
Uttar Pradesh,Baghpat,2025-12-01,6143,2025,12,6297.0,2872.0,6084.0,5453.0,2872.0
Uttar Pradesh,Bahraich,2025-07-01,20248,2025,7,10944.0,-8096.0,-1671.0,18483.0,-8096.0
Uttar Pradesh,Bahraich,2025-09-01,19445,2025,9,20248.0,9304.0,17400.0,16744.0,9304.0
Uttar Pradesh,Bahraich,2025-10-01,10889,2025,10,19445.0,-803.0,-10107.0,16879.0,-803.0
Uttar Pradesh,Bahraich,2025-11-01,18072,2025,11,10889.0,-8556.0,-7753.0,16860.666666666668,-8556.0
Uttar Pradesh,Bahraich,2025-12-01,24766,2025,12,18072.0,7183.0,15739.0,16135.333333333334,7183.0
Assam,Baksa,2025-07-01,1398,2025,7,1140.0,-854.0,224.0,2068.6666666666665,-854.0
Assam,Baksa,2025-09-01,1049,2025,9,1398.0,258.0,1112.0,1510.6666666666667,258.0
Assam,Baksa,2025-10-01,2043,2025,10,1049.0,-349.0,-607.0,1195.6666666666667,-349.0
Assam,Baksa,2025-11-01,2078,2025,11,2043.0,994.0,1343.0,1496.6666666666667,994.0
